Epoche;Wert;time;Missing;Type;variable
41;14210872108908500;01:04;50;valid_loss;kate
42;1736677408112640;01:04;50;valid_loss;kate
43;4543904674217980;01:05;50;valid_loss;kate
44;15509954760802300;01:04;50;valid_loss;kate
45;21307208201404400;01:04;50;valid_loss;kate
46;7684741243338750;01:04;50;valid_loss;kate
47;10359191633920;01:04;50;valid_loss;kate
48;10927047966720;01:04;50;valid_loss;kate
49;1857770387144700;01:04;50;valid_loss;kate
50;183630705983488;01:04;50;valid_loss;kate
51;3797680681648120;01:04;50;valid_loss;kate
52;28161887958990800;01:05;50;valid_loss;kate
53;1614468274454520;01:04;50;valid_loss;kate
54;9079769530368;01:04;50;valid_loss;kate
55;485923405955072;01:04;50;valid_loss;kate
56;157100743327744;01:04;50;valid_loss;kate
57;13055302828032;01:04;50;valid_loss;kate
58;115809707884544;01:04;50;valid_loss;kate
59;64879566258176;01:04;50;valid_loss;kate
60;49896170192896;01:04;50;valid_loss;kate
61;36511214993408;01:04;50;valid_loss;kate
62;123530750459904;01:05;50;valid_loss;kate
63;62097719296000;01:04;50;valid_loss;kate
64;252683881545728;01:04;50;valid_loss;kate
65;367641885671424;01:04;50;valid_loss;kate
66;306242341830656;01:04;50;valid_loss;kate
67;2030390491480060;01:04;50;valid_loss;kate
68;10844083752796100;01:04;50;valid_loss;kate
69;5861913636372480;01:05;50;valid_loss;kate
70;1555577696157690;01:04;50;valid_loss;kate
71;1742999734190080;01:05;50;valid_loss;kate
72;248468606025728;01:04;50;valid_loss;kate
73;2291270294700030;01:04;50;valid_loss;kate
74;32291843735552;01:04;50;valid_loss;kate
75;131029847244800;01:05;50;valid_loss;kate
76;55975058866176;01:05;50;valid_loss;kate
77;305747850166272;01:05;50;valid_loss;kate
78;3022236415950840;01:05;50;valid_loss;kate
79;72204372934656;01:05;50;valid_loss;kate
80;32226689417216;01:06;50;valid_loss;kate
81;75158328967168;01:05;50;valid_loss;kate
82;60228322197504;01:05;50;valid_loss;kate
83;48166531497984;01:05;50;valid_loss;kate
84;94364634185728;01:05;50;valid_loss;kate
85;88681343877120;01:05;50;valid_loss;kate
86;1013886891327480;01:05;50;valid_loss;kate
87;44111113486336;01:05;50;valid_loss;kate
88;280889015664640;01:05;50;valid_loss;kate
89;809582142160896;01:06;50;valid_loss;kate
90;131526704496640;01:05;50;valid_loss;kate
91;24266225919983600;01:05;50;valid_loss;kate
92;132174182560563000;01:06;50;valid_loss;kate
93;320408855248896000;01:05;50;valid_loss;kate
94;241275405670023000;01:06;50;valid_loss;kate
95;552185597146431000;01:05;50;valid_loss;kate
96;294301363964215000;01:07;50;valid_loss;kate
97;175361669201920;01:06;50;valid_loss;kate
98;19123350475374500;01:10;50;valid_loss;kate
99;231278147734077000;01:05;50;valid_loss;kate
0;227312;01:04;50;root_mean_squared_error;kate
1;227217;01:04;50;root_mean_squared_error;kate
2;224607;01:04;50;root_mean_squared_error;kate
3;254221;01:04;50;root_mean_squared_error;kate
4;249831;01:04;50;root_mean_squared_error;kate
5;332219;01:04;50;root_mean_squared_error;kate
6;316061;01:04;50;root_mean_squared_error;kate
7;1121430;01:04;50;root_mean_squared_error;kate
8;77744888;01:04;50;root_mean_squared_error;kate
9;466444352;01:04;50;root_mean_squared_error;kate
10;952852736;01:04;50;root_mean_squared_error;kate
11;1381991296;01:04;50;root_mean_squared_error;kate
12;2133712768;01:04;50;root_mean_squared_error;kate
13;2991631616;01:04;50;root_mean_squared_error;kate
14;4429045760;01:04;50;root_mean_squared_error;kate
15;3576187392;01:06;50;root_mean_squared_error;kate
16;4284169984;01:04;50;root_mean_squared_error;kate
17;4015042816;01:04;50;root_mean_squared_error;kate
18;2614378496;01:04;50;root_mean_squared_error;kate
19;2202620928;01:04;50;root_mean_squared_error;kate
20;1782932736;01:04;50;root_mean_squared_error;kate
21;1710967936;01:04;50;root_mean_squared_error;kate
22;1379986816;01:04;50;root_mean_squared_error;kate
23;1662537728;01:04;50;root_mean_squared_error;kate
24;971032704;01:04;50;root_mean_squared_error;kate
25;1123907072;01:04;50;root_mean_squared_error;kate
26;887250304;01:04;50;root_mean_squared_error;kate
27;884535936;01:04;50;root_mean_squared_error;kate
28;744029056;01:04;50;root_mean_squared_error;kate
29;439806112;01:04;50;root_mean_squared_error;kate
30;380851840;01:04;50;root_mean_squared_error;kate
31;58667276;01:04;50;root_mean_squared_error;kate
32;66270516;01:04;50;root_mean_squared_error;kate
33;177965104;01:04;50;root_mean_squared_error;kate
34;156660240;01:05;50;root_mean_squared_error;kate
35;26301302;01:04;50;root_mean_squared_error;kate
36;13728463;01:04;50;root_mean_squared_error;kate
37;12339480;01:04;50;root_mean_squared_error;kate
38;67724784;01:04;50;root_mean_squared_error;kate
39;66572520;01:04;50;root_mean_squared_error;kate
40;122371176;01:04;50;root_mean_squared_error;kate
41;99633776;01:04;50;root_mean_squared_error;kate
42;32712010;01:04;50;root_mean_squared_error;kate
43;57650944;01:05;50;root_mean_squared_error;kate
44;108382632;01:04;50;root_mean_squared_error;kate
45;124274248;01:04;50;root_mean_squared_error;kate
46;73264248;01:04;50;root_mean_squared_error;kate
47;2737286;01:04;50;root_mean_squared_error;kate
48;2864934;01:04;50;root_mean_squared_error;kate
49;41090040;01:04;50;root_mean_squared_error;kate
50;11695785;01:04;50;root_mean_squared_error;kate
51;53426736;01:04;50;root_mean_squared_error;kate
52;140568288;01:05;50;root_mean_squared_error;kate
53;35481140;01:04;50;root_mean_squared_error;kate
54;2649107;01:04;50;root_mean_squared_error;kate
55;20177734;01:04;50;root_mean_squared_error;kate
56;11204870;01:04;50;root_mean_squared_error;kate
57;3230355;01:04;50;root_mean_squared_error;kate
58;9470239;01:04;50;root_mean_squared_error;kate
59;6802617;01:04;50;root_mean_squared_error;kate
60;6079807;01:04;50;root_mean_squared_error;kate
61;5231177;01:04;50;root_mean_squared_error;kate
62;9665121;01:05;50;root_mean_squared_error;kate
63;6792775;01:04;50;root_mean_squared_error;kate
64;15803471;01:04;50;root_mean_squared_error;kate
65;18749352;01:04;50;root_mean_squared_error;kate
66;16263959;01:04;50;root_mean_squared_error;kate
67;38510756;01:04;50;root_mean_squared_error;kate
68;83595768;01:04;50;root_mean_squared_error;kate
69;63855512;01:05;50;root_mean_squared_error;kate
70;35514372;01:04;50;root_mean_squared_error;kate
71;39127496;01:05;50;root_mean_squared_error;kate
72;14561932;01:04;50;root_mean_squared_error;kate
73;43698216;01:04;50;root_mean_squared_error;kate
74;5605031;01:04;50;root_mean_squared_error;kate
75;11349307;01:05;50;root_mean_squared_error;kate
76;7419608;01:05;50;root_mean_squared_error;kate
77;17214614;01:05;50;root_mean_squared_error;kate
78;54067080;01:05;50;root_mean_squared_error;kate
79;8362686;01:05;50;root_mean_squared_error;kate
80;5598510;01:06;50;root_mean_squared_error;kate
81;8560762;01:05;50;root_mean_squared_error;kate
82;7613968;01:05;50;root_mean_squared_error;kate
83;6726678;01:05;50;root_mean_squared_error;kate
84;9441516;01:05;50;root_mean_squared_error;kate
85;9131858;01:05;50;root_mean_squared_error;kate
86;30847714;01:05;50;root_mean_squared_error;kate
87;6365156;01:05;50;root_mean_squared_error;kate
88;16598413;01:05;50;root_mean_squared_error;kate
89;28235220;01:06;50;root_mean_squared_error;kate
90;11347321;01:05;50;root_mean_squared_error;kate
91;154559600;01:05;50;root_mean_squared_error;kate
92;359673024;01:06;50;root_mean_squared_error;kate
93;561314560;01:05;50;root_mean_squared_error;kate
94;487094592;01:06;50;root_mean_squared_error;kate
95;735337216;01:05;50;root_mean_squared_error;kate
96;536306880;01:07;50;root_mean_squared_error;kate
97;11700024;01:06;50;root_mean_squared_error;kate
98;127871320;01:10;50;root_mean_squared_error;kate
99;458786464;01:05;50;root_mean_squared_error;kate
0;51131191296;01:04;80;train_loss;kate
1;49868443648;01:04;80;train_loss;kate
2;47063719936;01:04;80;train_loss;kate
3;43670892544;01:04;80;train_loss;kate
4;38816768000;01:04;80;train_loss;kate
5;33950410752;01:04;80;train_loss;kate
6;29903060992;01:05;80;train_loss;kate
7;25997578240;01:04;80;train_loss;kate
8;22432800768;01:05;80;train_loss;kate
9;19543033856;01:04;80;train_loss;kate
10;16357000192;01:05;80;train_loss;kate
11;14346339328;01:05;80;train_loss;kate
12;12974879744;01:05;80;train_loss;kate
13;11839463424;01:04;80;train_loss;kate
14;11059780608;01:04;80;train_loss;kate
15;10795602944;01:04;80;train_loss;kate
16;10387625984;01:05;80;train_loss;kate
17;10099039232;01:04;80;train_loss;kate
18;10160793600;01:04;80;train_loss;kate
19;10437374976;01:04;80;train_loss;kate
20;9937142784;01:05;80;train_loss;kate
21;9947229184;01:05;80;train_loss;kate
22;9927353344;01:04;80;train_loss;kate
23;10114327552;01:05;80;train_loss;kate
24;9917479936;01:05;80;train_loss;kate
25;10062947328;01:06;80;train_loss;kate
26;9690528768;01:05;80;train_loss;kate
27;9409034240;01:04;80;train_loss;kate
28;10166881280;01:05;80;train_loss;kate
29;10019692544;01:05;80;train_loss;kate
30;10252375040;01:04;80;train_loss;kate
31;9994423296;01:04;80;train_loss;kate
32;10041647104;01:04;80;train_loss;kate
33;9679850496;01:05;80;train_loss;kate
34;9431408640;01:05;80;train_loss;kate
35;9610105856;01:05;80;train_loss;kate
36;9444242432;01:05;80;train_loss;kate
37;9443415040;01:04;80;train_loss;kate
38;8995487744;01:04;80;train_loss;kate
39;8913105920;01:04;80;train_loss;kate
40;9002992640;01:04;80;train_loss;kate
41;8999685120;01:04;80;train_loss;kate
42;9331076096;01:05;80;train_loss;kate
43;9073108992;01:05;80;train_loss;kate
44;9191000064;01:05;80;train_loss;kate
45;8791271424;01:04;80;train_loss;kate
46;9058902016;01:04;80;train_loss;kate
47;8865667072;01:04;80;train_loss;kate
48;9249146880;01:05;80;train_loss;kate
49;9404356608;01:05;80;train_loss;kate
50;9125304320;01:04;80;train_loss;kate
51;9237727232;01:04;80;train_loss;kate
52;8970834944;01:05;80;train_loss;kate
53;9241216000;01:05;80;train_loss;kate
54;9022554112;01:05;80;train_loss;kate
55;8676356096;01:04;80;train_loss;kate
56;8888919040;01:04;80;train_loss;kate
57;8793525248;01:04;80;train_loss;kate
58;8834176000;01:04;80;train_loss;kate
59;9010679808;01:04;80;train_loss;kate
60;8865158144;01:04;80;train_loss;kate
61;8357294080;01:04;80;train_loss;kate
62;8493105152;01:05;80;train_loss;kate
63;8848110592;01:04;80;train_loss;kate
64;9042883584;01:04;80;train_loss;kate
65;8802512896;01:04;80;train_loss;kate
66;8540980224;01:04;80;train_loss;kate
67;8698423296;01:04;80;train_loss;kate
68;8547732992;01:04;80;train_loss;kate
69;8606032896;01:04;80;train_loss;kate
70;8485211136;01:04;80;train_loss;kate
71;8643565568;01:04;80;train_loss;kate
72;8558615552;01:05;80;train_loss;kate
73;8569555968;01:04;80;train_loss;kate
74;8468909568;01:04;80;train_loss;kate
75;8804682752;01:04;80;train_loss;kate
76;8787600384;01:04;80;train_loss;kate
77;8556187136;01:04;80;train_loss;kate
78;8727693312;01:04;80;train_loss;kate
79;8722326528;01:04;80;train_loss;kate
80;8653887488;01:05;80;train_loss;kate
81;8680773632;01:05;80;train_loss;kate
82;8582675456;01:04;80;train_loss;kate
83;8456257536;01:04;80;train_loss;kate
84;8184459776;01:04;80;train_loss;kate
85;8167379456;01:04;80;train_loss;kate
86;8445941760;01:04;80;train_loss;kate
87;8344748544;01:04;80;train_loss;kate
88;9007031296;01:04;80;train_loss;kate
89;8860748800;01:04;80;train_loss;kate
90;8593310720;01:05;80;train_loss;kate
91;8689530880;01:04;80;train_loss;kate
92;8905850880;01:04;80;train_loss;kate
93;8720422912;01:05;80;train_loss;kate
94;8504412672;01:06;80;train_loss;kate
95;8670319616;01:06;80;train_loss;kate
96;8541188096;01:05;80;train_loss;kate
97;8436962304;01:06;80;train_loss;kate
98;8378938368;01:06;80;train_loss;kate
99;8411960832;01:07;80;train_loss;kate
0;51934498816;01:04;80;valid_loss;kate
1;56181874688;01:04;80;valid_loss;kate
2;76099420160;01:04;80;valid_loss;kate
3;168768929792;01:04;80;valid_loss;kate
4;133135974400;01:04;80;valid_loss;kate
5;105234423808;01:04;80;valid_loss;kate
6;91388764160;01:05;80;valid_loss;kate
7;667179024384;01:04;80;valid_loss;kate
8;167801100697600;01:05;80;valid_loss;kate
9;26843831215325100;01:04;80;valid_loss;kate
10;258934558844518000;01:05;80;valid_loss;kate
11;2084942876856280000;01:05;80;valid_loss;kate
12;8773141816489800000;01:05;80;valid_loss;kate
13;31398909685050300000;01:04;80;valid_loss;kate
14;7952144180610850000;01:04;80;valid_loss;kate
15;34666902334382000000;01:04;80;valid_loss;kate
16;284499372558853000000;01:05;80;valid_loss;kate
17;575596870415526000000;01:04;80;valid_loss;kate
18;610859879575976000000;01:04;80;valid_loss;kate
19;155052232547483000000;01:04;80;valid_loss;kate
20;109346739245578000000;01:05;80;valid_loss;kate
21;232191470261829000000;01:05;80;valid_loss;kate
22;262295852339731000000;01:04;80;valid_loss;kate
23;23023012806656;01:05;80;valid_loss;kate
24;95015534264844200;01:05;80;valid_loss;kate
25;4261863199910920000;01:06;80;valid_loss;kate
26;9280805026731650000;01:05;80;valid_loss;kate
27;1799460867457150000;01:04;80;valid_loss;kate
28;1272302628860060000;01:05;80;valid_loss;kate
29;244508107294638000;01:05;80;valid_loss;kate
30;767918574609104000;01:04;80;valid_loss;kate
31;1674854451631880000;01:04;80;valid_loss;kate
32;404815614134190000;01:04;80;valid_loss;kate
33;354719940227366000;01:05;80;valid_loss;kate
34;731049681987043000;01:05;80;valid_loss;kate
35;811070076672278000;01:05;80;valid_loss;kate
36;925700829657169000;01:05;80;valid_loss;kate
37;377756632974622000;01:04;80;valid_loss;kate
38;153530306144501000;01:04;80;valid_loss;kate
39;173681846020734000;01:04;80;valid_loss;kate
40;316594237095280000;01:04;80;valid_loss;kate
41;1120398294254610000;01:04;80;valid_loss;kate
42;604064060438216000;01:05;80;valid_loss;kate
43;169293798193496000;01:05;80;valid_loss;kate
44;151155326668767000;01:05;80;valid_loss;kate
45;611040874033315000;01:04;80;valid_loss;kate
46;1923417884227270000;01:04;80;valid_loss;kate
47;1694790659027760000;01:04;80;valid_loss;kate
48;466338718546919000;01:05;80;valid_loss;kate
49;326598555957460000;01:05;80;valid_loss;kate
50;507806730869014000;01:04;80;valid_loss;kate
51;807997835025842000;01:04;80;valid_loss;kate
52;570339908510547000;01:05;80;valid_loss;kate
53;587033999713501000;01:05;80;valid_loss;kate
54;463749574821937000;01:05;80;valid_loss;kate
55;532568419921297000;01:04;80;valid_loss;kate
56;369414054139133000;01:04;80;valid_loss;kate
57;326956996748115000;01:04;80;valid_loss;kate
58;296201766733611000;01:04;80;valid_loss;kate
59;220895476612857000;01:04;80;valid_loss;kate
60;181235198845779000;01:04;80;valid_loss;kate
61;141536000085065000;01:04;80;valid_loss;kate
62;204380811963662000;01:05;80;valid_loss;kate
63;72428979860013000;01:04;80;valid_loss;kate
64;1072253291414420000;01:04;80;valid_loss;kate
65;2857504826508440000;01:04;80;valid_loss;kate
66;338693012064305000;01:04;80;valid_loss;kate
67;4379774551995710000;01:04;80;valid_loss;kate
68;153348422869450000;01:04;80;valid_loss;kate
69;13752238321172400;01:04;80;valid_loss;kate
70;147502061846528000;01:04;80;valid_loss;kate
71;290728260411588000;01:04;80;valid_loss;kate
72;317028887785635000;01:05;80;valid_loss;kate
73;2236767428149240000;01:04;80;valid_loss;kate
74;1247524859450220000;01:04;80;valid_loss;kate
75;1022522998965400000;01:04;80;valid_loss;kate
76;7440812333858810;01:04;80;valid_loss;kate
77;20818900484620200;01:04;80;valid_loss;kate
78;116968615353253000;01:04;80;valid_loss;kate
79;341326419722240;01:04;80;valid_loss;kate
80;2309364991918080;01:05;80;valid_loss;kate
81;6934282681450490;01:05;80;valid_loss;kate
82;37510191368896500;01:04;80;valid_loss;kate
83;162257576610758000;01:04;80;valid_loss;kate
84;466207876663214000;01:04;80;valid_loss;kate
85;47151005673979900;01:04;80;valid_loss;kate
86;23856400140599200;01:04;80;valid_loss;kate
87;79438048659505100;01:04;80;valid_loss;kate
88;30682965042266100;01:04;80;valid_loss;kate
89;52525169402445800;01:04;80;valid_loss;kate
90;35183596847235000;01:05;80;valid_loss;kate
91;6294243433775100;01:04;80;valid_loss;kate
92;7992607720341500;01:04;80;valid_loss;kate
93;1057124125769720;01:05;80;valid_loss;kate
94;57472739799203800;01:06;80;valid_loss;kate
95;11591434108928;01:06;80;valid_loss;kate
96;7230116069376;01:05;80;valid_loss;kate
97;36740479844352;01:06;80;valid_loss;kate
98;169122239348736;01:06;80;valid_loss;kate
99;38857064054784;01:07;80;valid_loss;kate
0;227195;01:04;80;root_mean_squared_error;kate
1;236393;01:04;80;root_mean_squared_error;kate
2;275422;01:04;80;root_mean_squared_error;kate
3;410639;01:04;80;root_mean_squared_error;kate
4;364646;01:04;80;root_mean_squared_error;kate
5;324095;01:04;80;root_mean_squared_error;kate
6;301937;01:05;80;root_mean_squared_error;kate
7;737091;01:04;80;root_mean_squared_error;kate
8;10980252;01:05;80;root_mean_squared_error;kate
9;151883200;01:04;80;root_mean_squared_error;kate
10;507222240;01:05;80;root_mean_squared_error;kate
11;1438220672;01:05;80;root_mean_squared_error;kate
12;2953762304;01:05;80;root_mean_squared_error;kate
13;5582352896;01:04;80;root_mean_squared_error;kate
14;2806615040;01:04;80;root_mean_squared_error;kate
15;5871096832;01:04;80;root_mean_squared_error;kate
16;16861703168;01:05;80;root_mean_squared_error;kate
17;23984105472;01:04;80;root_mean_squared_error;kate
18;24706531328;01:04;80;root_mean_squared_error;kate
19;12449026048;01:04;80;root_mean_squared_error;kate
20;10452817920;01:05;80;root_mean_squared_error;kate
21;15229019136;01:05;80;root_mean_squared_error;kate
22;16186475520;01:04;80;root_mean_squared_error;kate
23;4284868;01:05;80;root_mean_squared_error;kate
24;295785312;01:05;80;root_mean_squared_error;kate
25;1982368128;01:06;80;root_mean_squared_error;kate
26;2951750656;01:05;80;root_mean_squared_error;kate
27;1268057216;01:04;80;root_mean_squared_error;kate
28;1083369344;01:05;80;root_mean_squared_error;kate
29;461727200;01:05;80;root_mean_squared_error;kate
30;857799424;01:04;80;root_mean_squared_error;kate
31;1257126016;01:04;80;root_mean_squared_error;kate
32;627966528;01:04;80;root_mean_squared_error;kate
33;591068672;01:05;80;root_mean_squared_error;kate
34;844429632;01:05;80;root_mean_squared_error;kate
35;889760128;01:05;80;root_mean_squared_error;kate
36;953694784;01:05;80;root_mean_squared_error;kate
37;611140352;01:04;80;root_mean_squared_error;kate
38;374674912;01:04;80;root_mean_squared_error;kate
39;399671392;01:04;80;root_mean_squared_error;kate
40;559460736;01:04;80;root_mean_squared_error;kate
41;1055009984;01:04;80;root_mean_squared_error;kate
42;774971520;01:05;80;root_mean_squared_error;kate
43;404543136;01:05;80;root_mean_squared_error;kate
44;364739904;01:05;80;root_mean_squared_error;kate
45;731681536;01:04;80;root_mean_squared_error;kate
46;1310758144;01:04;80;root_mean_squared_error;kate
47;1240415104;01:04;80;root_mean_squared_error;kate
48;626232384;01:05;80;root_mean_squared_error;kate
49;539434944;01:05;80;root_mean_squared_error;kate
50;666074560;01:04;80;root_mean_squared_error;kate
51;845213056;01:04;80;root_mean_squared_error;kate
52;723622144;01:05;80;root_mean_squared_error;kate
53;741406016;01:05;80;root_mean_squared_error;kate
54;658196160;01:05;80;root_mean_squared_error;kate
55;697695040;01:04;80;root_mean_squared_error;kate
56;582526912;01:04;80;root_mean_squared_error;kate
57;548883072;01:04;80;root_mean_squared_error;kate
58;509627744;01:04;80;root_mean_squared_error;kate
59;442882208;01:04;80;root_mean_squared_error;kate
60;406534656;01:04;80;root_mean_squared_error;kate
61;353042752;01:04;80;root_mean_squared_error;kate
62;439616832;01:05;80;root_mean_squared_error;kate
63;249935472;01:04;80;root_mean_squared_error;kate
64;998894016;01:04;80;root_mean_squared_error;kate
65;1681294848;01:04;80;root_mean_squared_error;kate
66;578969792;01:04;80;root_mean_squared_error;kate
67;2092051200;01:04;80;root_mean_squared_error;kate
68;379371520;01:04;80;root_mean_squared_error;kate
69;114514704;01:04;80;root_mean_squared_error;kate
70;373708512;01:04;80;root_mean_squared_error;kate
71;526918112;01:04;80;root_mean_squared_error;kate
72;558220096;01:05;80;root_mean_squared_error;kate
73;1494289152;01:04;80;root_mean_squared_error;kate
74;1116022784;01:04;80;root_mean_squared_error;kate
75;1010043072;01:04;80;root_mean_squared_error;kate
76;85758984;01:04;80;root_mean_squared_error;kate
77;143984496;01:04;80;root_mean_squared_error;kate
78;340806336;01:04;80;root_mean_squared_error;kate
79;18272594;01:04;80;root_mean_squared_error;kate
80;47912480;01:05;80;root_mean_squared_error;kate
81;82216784;01:05;80;root_mean_squared_error;kate
82;191572672;01:04;80;root_mean_squared_error;kate
83;400665824;01:04;80;root_mean_squared_error;kate
84;681342272;01:04;80;root_mean_squared_error;kate
85;217055312;01:04;80;root_mean_squared_error;kate
86;154289760;01:04;80;root_mean_squared_error;kate
87;281611424;01:04;80;root_mean_squared_error;kate
88;174818224;01:04;80;root_mean_squared_error;kate
89;228205664;01:04;80;root_mean_squared_error;kate
90;187405008;01:05;80;root_mean_squared_error;kate
91;76667376;01:04;80;root_mean_squared_error;kate
92;86885568;01:04;80;root_mean_squared_error;kate
93;31448408;01:05;80;root_mean_squared_error;kate
94;239530256;01:06;80;root_mean_squared_error;kate
95;3146926;01:06;80;root_mean_squared_error;kate
96;2513768;01:05;80;root_mean_squared_error;kate
97;5604278;01:06;80;root_mean_squared_error;kate
98;12828005;01:06;80;root_mean_squared_error;kate
99;6140327;01:07;80;root_mean_squared_error;kate
